52,digitize
40,prescreene
38,respondent
35,tion
33,scap
27,counterparty
25,ment
22,board’s
20,creditworthy
16,bank's
13,nonbank
11,branch’s
11,cd's
10,consumer’s
10,fcra
10,newsevent
10,reserve’s
9,cial
9,depository
9,fdic
9,finan
8,bank’s
8,impair
8,policymaker
8,tarullo
7,adequacy
7,sion
6,alll
6,depositor
6,greenspan
6,includ
6,interagence
6,metlife
6,regu
6,regula
6,solvency
6,suntrust
6,tive
,
